"","n","S","S.hat.norm","Bias.norm","LL.norm","UL.norm","coverage.norm","LL.prob.norm","UL.prob.norm","S.hat.t","Bias.t","LL.t","UL.t","coverage.t","LL.prob.t","UL.prob.t","S.hat.robust","Bias.robust","LL.robust","UL.robust","coverage.robust","LL.prob.robust","UL.prob.robust"
"11",50,0.2,0.0168118077269139,0.0162066937088418,0.0268545346271356,0.484999545901092,0.942,0.032,0.026,0.0177766282204106,0.0185769855355155,0.0246895903388183,0.453162031304937,0.926,0.031,0.043,0.0192130032310327,0.0197434528570847,0.0272465245522509,0.45478065326559,0.92,0.037,0.043
"12",100,0.2,0.00898211039503863,-0.00263475303075654,0.0374275311220014,0.391130356040411,0.962,0.016,0.022,0.00945173895511824,-0.000486794042100644,0.0369302387633358,0.375739548123671,0.929,0.018,0.053,0.00983243544305352,-0.00125736149967677,0.0366890511455048,0.374355106217916,0.921,0.022,0.057
"13",150,0.2,0.00656580007569158,-0.000459845161114271,0.0539527709330751,0.358760648404577,0.942,0.028,0.03,0.00675508887017061,0.000433419297865511,0.0526106824939753,0.350165620722108,0.921,0.027,0.052,0.00703975910062425,0.000391963908408279,0.0527849252853851,0.349824369905087,0.916,0.03,0.054
"14",250,0.2,0.00408593641626946,-0.00129554060603282,0.077538750658588,0.322603479242085,0.948,0.028,0.024,0.00424216601827499,-0.00029775717500498,0.0769394606779981,0.320977816574574,0.918,0.027,0.055,0.00443503322247417,-0.000376310635357962,0.0768046950746866,0.32080764371057,0.912,0.034,0.054
"15",500,0.2,0.00196935184083264,-0.00135177743072062,0.110944425152858,0.286300403366312,0.957,0.025,0.018,0.0020315428971032,-0.00093694245353055,0.110367556778776,0.287399185620181,0.948,0.031,0.021,0.00208903269439439,-0.000979251777746833,0.110326637906316,0.287357761604325,0.949,0.031,0.02
"16",50,0.3,0.0192489608539966,-0.00064476815172055,0.0631073482436142,0.573877985892185,0.944,0.026,0.03,0.0206967139177779,0.00169100668744676,0.0580961657597469,0.554725348019456,0.923,0.025,0.052,0.022457716340851,0.000531598758038888,0.059843428053231,0.553076975966158,0.911,0.036,0.053
"17",100,0.3,0.0098988322217459,-0.00163121203457389,0.108935708146652,0.493934924714222,0.946,0.026,0.028,0.0110419291780081,0.000899380831090162,0.105815756186049,0.492792170380359,0.917,0.03,0.053,0.0118555558656561,0.000155089363634134,0.105013166771448,0.491454100878292,0.91,0.036,0.054
"18",150,0.3,0.00686662851827669,0.000663929328207357,0.1412047005946,0.46069174699875,0.947,0.029,0.024,0.00699723728067345,0.00126213838276763,0.137470300852128,0.462556790087396,0.925,0.025,0.05,0.00781574677992863,0.00203475438697778,0.138371594192758,0.463221066218098,0.911,0.038,0.051
"19",250,0.3,0.00384610909233636,-0.000378691657716233,0.175641029196449,0.423580160103697,0.954,0.024,0.022,0.00408179693821003,0.000221870925605869,0.173064528856657,0.426682498581703,0.951,0.027,0.022,0.00435092873701267,0.000829053414809534,0.173640047933526,0.427227918821544,0.95,0.032,0.018
"20",500,0.3,0.00189656287576103,0.00164791665137199,0.213995625449197,0.389300092800017,0.961,0.02,0.019,0.00206536834844248,0.00185314176918723,0.212036402658806,0.391380480214857,0.954,0.027,0.019,0.00219499731748187,0.00177225238563572,0.211953795252955,0.391301251423158,0.95,0.031,0.019
"21",50,0.4,0.0198236032443485,-0.00137359580842257,0.133882867029219,0.675324695823711,0.948,0.024,0.028,0.0215565880475152,0.00375021041518583,0.124814409310664,0.676895680904853,0.933,0.017,0.05,0.0246915307923067,0.00101938300128034,0.12414025845146,0.673235780140638,0.909,0.03,0.061
"22",100,0.4,0.0100252780516858,-0.00131356893053636,0.203063472240749,0.594682582002022,0.945,0.027,0.028,0.0111978902855405,0.00320390579176232,0.198470822541813,0.605227376443548,0.931,0.025,0.044,0.0127090962600965,0.00447830432982625,0.199517235789646,0.606327090316881,0.912,0.035,0.053
"23",150,0.4,0.00623628697923656,6.97082130279915e-05,0.240060503820735,0.560099990214215,0.952,0.027,0.021,0.00685904098265817,0.000970787983325444,0.233729058114594,0.566913313701463,0.953,0.023,0.024,0.00796986653757845,0.00272150007531381,0.235365042064183,0.568729047963196,0.942,0.038,0.02
"24",250,0.4,0.0038830240986033,0.00250192647890473,0.278543049027074,0.526460830825067,0.958,0.025,0.017,0.00418236503441098,0.00328989199025049,0.273885491440813,0.531946549025365,0.959,0.025,0.016,0.00480911634866373,0.00293789984432754,0.27352554317465,0.531603630573781,0.934,0.04,0.026
"25",500,0.4,0.00192822548722781,-0.000850991251644536,0.311496819660016,0.48680124812239,0.953,0.019,0.028,0.00213854460380307,0.000208885112030714,0.308881798563232,0.491164226168564,0.944,0.031,0.025,0.00249931719410551,-0.000975371012978255,0.307711074579845,0.489967543450765,0.935,0.031,0.034
"26",50,0.5,0.02007751917718,0.00109306067611304,0.22525611598257,0.77826384877195,0.956,0.025,0.019,0.022827107557902,0.00800671597831058,0.211239636596122,0.796713645479269,0.929,0.03,0.041,0.029624006010642,0.00921947839546198,0.212441176477045,0.797386066433108,0.9,0.049,0.051
"27",100,0.5,0.0100221306491228,-0.000623809099065167,0.303350353749092,0.695372459197628,0.941,0.036,0.023,0.0114783723142717,0.0023875048523325,0.292675162474942,0.709664592172589,0.949,0.026,0.025,0.015002468175057,0.00372909978008906,0.293784998030887,0.711274103495283,0.918,0.05,0.032
"28",150,0.5,0.00672638008150521,0.00120549425269524,0.341175258401,0.661235764339338,0.951,0.03,0.019,0.00752026356502475,0.00360698214934348,0.332686184654891,0.673032782074082,0.953,0.028,0.019,0.0100811508721451,0.0072041121810741,0.336059505851993,0.676848783065844,0.911,0.054,0.035
"29",250,0.5,0.00416100051609754,0.00178959861591372,0.377830727309143,0.625748538216515,0.951,0.025,0.024,0.00470764494677404,0.00426013817745077,0.372063239925938,0.635558189299288,0.952,0.027,0.021,0.00566023119142991,0.00460827085123899,0.372377058729186,0.635941052577468,0.921,0.045,0.034
"30",500,0.5,0.00191044159857693,0.00030322453157438,0.412651016706843,0.587955503118442,0.958,0.021,0.021,0.00213447090430255,0.00118120579244851,0.407916673621928,0.593997898672373,0.955,0.022,0.023,0.00266755359783716,0.000673345014405225,0.407409903965015,0.593489558894656,0.932,0.036,0.032
"31",50,0.6,0.0210558576603086,-0.00516575378272254,0.317402591601172,0.872014761065749,0.95,0.018,0.032,0.026809316996355,0.00810149086244256,0.301886924065134,0.907238584533304,0.931,0.029,0.04,0.0320611226133913,0.00527110094920186,0.299269071593481,0.904152337925026,0.911,0.042,0.047
"32",100,0.6,0.00958514120929432,-0.000272494835120079,0.403731153813463,0.79572373638707,0.947,0.033,0.02,0.0116661453992421,0.00486665703450103,0.389843965497637,0.817319319505655,0.955,0.026,0.019,0.0167622329219206,0.00406846561538951,0.388909500562269,0.816671327773978,0.909,0.057,0.034
"33",150,0.6,0.00643716910037591,-0.00166656351298214,0.438303219250212,0.758363765224454,0.96,0.02,0.02,0.0076186351950525,0.00174198757765003,0.426668685091151,0.775105567402473,0.953,0.024,0.023,0.0102498102505868,0.00377417903159916,0.428531176402696,0.777307545279092,0.914,0.047,0.039
"34",250,0.6,0.00378367921552179,0.00244952617859478,0.478490620661753,0.726408516206094,0.95,0.027,0.023,0.00473264216862357,0.0043405683915799,0.468877275434253,0.738773875028778,0.947,0.025,0.028,0.00688314704634431,0.00389606203804654,0.468397979287926,0.738366776336014,0.892,0.055,0.053
"35",500,0.6,0.0021767907431228,0.000968808248943153,0.513316623667234,0.688621047501415,0.941,0.035,0.024,0.00261448583195509,0.00112459839348711,0.505570413666459,0.696165378585911,0.934,0.035,0.031,0.00335027324907076,0.000973319588638227,0.505410523320606,0.696023163217868,0.91,0.048,0.042
"36",50,0.7,0.0190363986259625,-0.0026282079295244,0.420106573874865,0.974552314464472,0.965,0.018,0.017,0.0237205242010517,0.00397125707083818,0.389805977541909,1.01221769687424,0.962,0.021,0.017,0.0357577119175306,0.00530677812793881,0.390396884086951,1.01412285801817,0.913,0.045,0.042
"37",100,0.7,0.00981127106721843,-0.00020738533660353,0.503796423460829,0.895788853525839,0.951,0.026,0.023,0.0125134991775915,0.00345168391833762,0.482524664056645,0.921535049897354,0.956,0.021,0.023,0.0169457781109062,0.00453873583708185,0.48339754960462,0.922843609345801,0.917,0.044,0.039
"38",150,0.7,0.00624933678093165,-0.000848585630164676,0.539121147644684,0.859181680017669,0.963,0.017,0.02,0.00789836450695315,0.00102579279540235,0.521149869706726,0.879006581058753,0.958,0.021,0.021,0.0115651159686572,0.00134552752561507,0.521351815346778,0.879449253981098,0.905,0.045,0.05
"39",250,0.7,0.00400004747332098,-0.00266946914109779,0.573371586789535,0.821289605282444,0.947,0.024,0.029,0.00484419772434225,-0.00173909365080381,0.55929937690505,0.836087082541751,0.947,0.026,0.027,0.00671657768772889,-0.00319789664345121,0.557857148408816,0.834614974606138,0.906,0.038,0.056
"40",500,0.7,0.00199615703483466,-0.00121069465330983,0.611137118692557,0.786441529259077,0.951,0.026,0.023,0.00242691390009854,-0.00014093261327714,0.601723863160506,0.797425290754859,0.954,0.027,0.019,0.00320754690436094,-0.00209894586322686,0.599807968133186,0.795426536755492,0.915,0.039,0.046
"41",50,0.8,0.0196101462760342,0.00844896310290044,0.531263499840733,1.0856294300513,0.952,0.031,0.017,0.0278654320431756,0.0234355696677643,0.49773958812189,1.14292655363664,0.955,0.027,0.018,0.038133007384655,0.0228031217454056,0.496752961150189,1.14269059503955,0.91,0.056,0.034
"42",100,0.8,0.00927133774848326,-5.71253968802279e-05,0.603946680601451,0.995939206068341,0.956,0.023,0.021,0.0126141818912312,0.00500027993347152,0.577324123638526,1.0295966214101,0.969,0.016,0.015,0.0207814330621913,0.00459354402125249,0.57670264739067,1.02942242722777,0.903,0.048,0.049
"43",150,0.8,0.00646914310423059,-0.000441652852910176,0.639528114988164,0.959588734983126,0.957,0.023,0.02,0.00889188227206184,0.00256763217593502,0.617193627574449,0.985889704279994,0.947,0.031,0.022,0.0134480443463105,0.00524764757212089,0.619608188543183,0.988837883783658,0.898,0.054,0.048
"44",250,0.8,0.00416875230214971,-0.000570733136538027,0.675470264059713,0.923388301470028,0.94,0.031,0.029,0.00556966210278669,0.00115296323302623,0.657904372870617,0.9431703668309,0.956,0.021,0.023,0.00836225340218998,0.00156581250225754,0.658244372385055,0.943658131407192,0.877,0.063,0.06
"45",500,0.8,0.00196276135295077,-0.00111669198080249,0.711231089791199,0.886535573423141,0.952,0.024,0.024,0.00254843647774756,0.000260014162282006,0.699184382253681,0.900719722640908,0.957,0.023,0.02,0.00351886687900752,-0.000218857562555738,0.698706569444399,0.900240416433772,0.924,0.045,0.031
"46",50,0.9,0.0199977178128065,-0.00362793380940547,0.619191449178323,1.17355261916153,0.949,0.024,0.027,0.0279346401151465,0.00752268842567314,0.573055166792479,1.23547841420454,0.954,0.019,0.027,0.036375827609816,0.00507656514626637,0.570546744594608,1.23311955605888,0.927,0.037,0.036
"47",100,0.9,0.0105658528281533,7.06746175337569e-05,0.70407449764407,1.09606699829774,0.946,0.026,0.028,0.0155094686285023,0.00845749941956579,0.673165931673203,1.14048064090111,0.941,0.024,0.035,0.0221024291925249,0.00773263920863259,0.672316170209358,1.13989433303056,0.896,0.053,0.051
"48",150,0.9,0.00670044697282195,0.00196964453959237,0.741939390860955,1.06200016680022,0.96,0.017,0.023,0.00965621922231025,0.00293230600461375,0.711609894572386,1.09207713778674,0.957,0.021,0.022,0.0147052282732929,0.00508232458262907,0.71351279880289,1.09447833033797,0.881,0.059,0.06
"49",250,0.9,0.00389724543840375,0.000270861908414262,0.776311966938891,1.02422979445864,0.961,0.017,0.022,0.0054024991394009,0.000879353849561421,0.753089052579449,1.0473625853188,0.954,0.023,0.023,0.00852642361394971,-0.00173641344382154,0.750540369062919,1.04468400222718,0.885,0.053,0.062
"50",500,0.9,0.00204974369267158,-0.000668541513244395,0.811679140518118,0.986983739814991,0.944,0.028,0.028,0.00282667679197632,-0.000639157381151025,0.795099350733837,1.00296884034962,0.948,0.022,0.03,0.00419705949829375,-0.00144952070784996,0.794298242663327,1.00215004815513,0.89,0.052,0.058
